,health_region,latitude,longitude,date_reported,count
1187,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/20 ,51
438,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/20 ,1960
7992,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/04/20 ,65
1615,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/20 ,841
6103,Montérégie,45.4401754931661,-73.3255910933247,2020/04/20 ,2366
5420,Mauricie,47.50931561703021,-73.5153947499276,2020/04/20 ,989
4439,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/20 ,174
7754,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/20 ,2295
5861,Montréal,45.5420718322781,-73.6056683339095,2020/04/21 ,9348
7993,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/04/21 ,66
8747,Saguenay,49.8228588868887,-71.7419678071991,2020/04/21 ,244
6362,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/21 ,487
3931,Huron Perth District Health Unit,43.6005140652761,-81.2814845283638,2020/04/21 ,44
7755,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/21 ,2353
10727,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/21 ,256
5296,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/04/21 ,301
277,Brant County Health Unit,43.120346292365504,-80.2953888130644,2020/04/21 ,99
2070,Edmonton Zone,53.5729702998736,-113.539688518144,2020/04/21 ,411
11376,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/21 ,1548
3000,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/04/21 ,73
5421,Mauricie,47.50931561703021,-73.5153947499276,2020/04/21 ,1015
7508,Outaouais,46.52414991912029,-76.4334881951376,2020/04/21 ,219
1188,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/21 ,56
4580,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/21 ,1462
4041,Interior,50.9405253201888,-119.73621864343201,2020/04/21 ,154
26,Abitibi-Témiscamingue,48.1519234761479,-77.5535779549168,2020/04/21 ,148
9398,South Zone,50.37274620695271,-111.19035661792299,2020/04/21 ,289
1616,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/21 ,876
5638,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/21 ,388
8890,Saskatoon,52.0415603863704,-105.573529856825,2020/04/21 ,150
679,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/04/21 ,630
11662,Zone 1 - Western,44.3785833351023,-65.1616230507578,2020/04/21 ,52
4820,Laurentides,46.6452702894389,-74.9739693177174,2020/04/21 ,906
4440,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/21 ,176
10952,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/21 ,593
8448,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/21 ,692
6104,Montérégie,45.4401754931661,-73.3255910933247,2020/04/21 ,2511
439,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/21 ,2127
2485,Far North,57.203311469274595,-105.958652968581,2020/04/21 ,13
1019,Central Zone,52.61788723717071,-111.77504425497,2020/04/21 ,69
1897,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/04/21 ,89
10364,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/04/21 ,734
11845,Zone 4 - Central,44.888789395176794,-63.3485853415921,2020/04/21 ,589
3405,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/04/21 ,449
7271,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/21 ,1119
2635,Fraser,49.50523412520022,-122.004814371323,2020/04/21 ,723
3123,Haldimand-Norfolk Health Unit,42.8544467138721,-80.178035377337,2020/04/21 ,191
5054,Laval,45.6055642338925,-73.72452715273151,2020/04/21 ,2199
9738,Southwestern Public Health,42.9893301339841,-80.78600767813751,2020/04/21 ,61
1337,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/04/21 ,341
10108,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/21 ,5539
3648,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/04/21 ,398
9076,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/21 ,256
2305,Estrie,45.427844381434,-71.8210439386672,2020/04/21 ,794
11186,Winnipeg,49.8947996853331,-97.1409755212858,2020/04/21 ,194
2863,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/04/21 ,138
8305,Regina,50.6313361657158,-103.859137797617,2020/04/21 ,71
6768,North Zone,56.806199045895994,-115.19080204304899,2020/04/21 ,136
10953,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/22 ,601
680,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/04/22 ,647
11187,Winnipeg,49.8947996853331,-97.1409755212858,2020/04/22 ,195
8449,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/22 ,733
2864,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/04/22 ,146
1189,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/22 ,58
2636,Fraser,49.50523412520022,-122.004814371323,2020/04/22 ,736
10365,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/04/22 ,745
9739,Southwestern Public Health,42.9893301339841,-80.78600767813751,2020/04/22 ,62
4202,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/04/22 ,18
1898,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/04/22 ,92
11377,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/22 ,1584
11795,Zone 3 - Eastern,45.8614621266746,-61.250230258396215,2020/04/22 ,48
6363,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/22 ,490
4042,Interior,50.9405253201888,-119.73621864343201,2020/04/22 ,159
6105,Montérégie,45.4401754931661,-73.3255910933247,2020/04/22 ,2573
9077,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/22 ,263
7272,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/22 ,1165
3406,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/04/22 ,453
4821,Laurentides,46.6452702894389,-74.9739693177174,2020/04/22 ,936
8748,Saguenay,49.8228588868887,-71.7419678071991,2020/04/22 ,249
5862,Montréal,45.5420718322781,-73.6056683339095,2020/04/22 ,9856
11846,Zone 4 - Central,44.888789395176794,-63.3485853415921,2020/04/22 ,623
2306,Estrie,45.427844381434,-71.8210439386672,2020/04/22 ,797
5639,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/22 ,399
10591,Vancouver Island,49.6514791757386,-125.735773786798,2020/04/22 ,111
8657,Renfrew County and District Health Unit,45.8063337130374,-77.7769517974534,2020/04/22 ,17
4581,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/22 ,1534
3872,Hastings and Prince Edward Counties Health Unit,44.63116713737609,-77.551860572946,2020/04/22 ,40
5422,Mauricie,47.50931561703021,-73.5153947499276,2020/04/22 ,1046
3124,Haldimand-Norfolk Health Unit,42.8544467138721,-80.178035377337,2020/04/22 ,193
2486,Far North,57.203311469274595,-105.958652968581,2020/04/22 ,18
2071,Edmonton Zone,53.5729702998736,-113.539688518144,2020/04/22 ,414
7994,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/04/22 ,67
4441,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/22 ,179
278,Brant County Health Unit,43.120346292365504,-80.2953888130644,2020/04/22 ,101
10109,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/22 ,5735
9399,South Zone,50.37274620695271,-111.19035661792299,2020/04/22 ,344
9982,Thunder Bay District Health Unit,52.3972470879767,-88.53140488204839,2020/04/22 ,68
5055,Laval,45.6055642338925,-73.72452715273151,2020/04/22 ,2296
1338,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/04/22 ,346
1617,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/22 ,898
440,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/22 ,2355
6769,North Zone,56.806199045895994,-115.19080204304899,2020/04/22 ,142
7756,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/22 ,2405
7017,Northern,56.9556933873242,-126.206054779952,2020/04/22 ,531
3001,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/04/22 ,75
3649,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/04/22 ,404
6588,North,53.3299842627168,-107.914440412446,2020/04/22 ,61
10728,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/22 ,265
2637,Fraser,49.50523412520022,-122.004814371323,2020/04/23 ,754
10110,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/23 ,5893
10592,Vancouver Island,49.6514791757386,-125.735773786798,2020/04/23 ,115
1339,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/04/23 ,349
8749,Saguenay,49.8228588868887,-71.7419678071991,2020/04/23 ,257
2865,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/04/23 ,149
681,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/04/23 ,658
27,Abitibi-Témiscamingue,48.1519234761479,-77.5535779549168,2020/04/23 ,149
11378,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/23 ,1615
2072,Edmonton Zone,53.5729702998736,-113.539688518144,2020/04/23 ,423
6770,North Zone,56.806199045895994,-115.19080204304899,2020/04/23 ,149
9880,Sudbury & District Health Unit,47.8465144535024,-83.047165707,2020/04/23 ,54
9078,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/23 ,268
10040,Timiskaming Health Unit,47.653057985878895,-80.2152402687438,2020/04/23 ,12
10729,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/23 ,272
9983,Thunder Bay District Health Unit,52.3972470879767,-88.53140488204839,2020/04/23 ,69
5056,Laval,45.6055642338925,-73.72452715273151,2020/04/23 ,2411
4043,Interior,50.9405253201888,-119.73621864343201,2020/04/23 ,163
7757,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/23 ,2484
3650,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/04/23 ,417
6364,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/23 ,495
5297,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/04/23 ,306
4822,Laurentides,46.6452702894389,-74.9739693177174,2020/04/23 ,967
8450,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/23 ,762
10366,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/04/23 ,754
2307,Estrie,45.427844381434,-71.8210439386672,2020/04/23 ,803
11711,Zone 2 - Northern,45.486078068804396,-63.4793249819307,2020/04/23 ,51
1190,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/23 ,61
5423,Mauricie,47.50931561703021,-73.5153947499276,2020/04/23 ,1086
7995,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/04/23 ,69
4582,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/23 ,1583
3407,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/04/23 ,461
1899,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/04/23 ,99
3002,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/04/23 ,76
11796,Zone 3 - Eastern,45.8614621266746,-61.250230258396215,2020/04/23 ,49
7509,Outaouais,46.52414991912029,-76.4334881951376,2020/04/23 ,229
11188,Winnipeg,49.8947996853331,-97.1409755212858,2020/04/23 ,200
1618,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/23 ,925
5863,Montréal,45.5420718322781,-73.6056683339095,2020/04/23 ,10375
7273,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/23 ,1209
4319,"Kingston, Frontenac and Lennox & Addington Public Health",44.6767544337525,-76.8842542359787,2020/04/23 ,60
3932,Huron Perth District Health Unit,43.6005140652761,-81.2814845283638,2020/04/23 ,45
5640,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/23 ,404
2487,Far North,57.203311469274595,-105.958652968581,2020/04/23 ,22
1020,Central Zone,52.61788723717071,-111.77504425497,2020/04/23 ,71
11847,Zone 4 - Central,44.888789395176794,-63.3485853415921,2020/04/23 ,675
10954,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/23 ,607
4442,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/23 ,180
6589,North,53.3299842627168,-107.914440412446,2020/04/23 ,62
441,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/23 ,2594
9400,South Zone,50.37274620695271,-111.19035661792299,2020/04/23 ,435
9740,Southwestern Public Health,42.9893301339841,-80.78600767813751,2020/04/23 ,63
6106,Montérégie,45.4401754931661,-73.3255910933247,2020/04/23 ,2650
6365,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/24 ,498
2638,Fraser,49.50523412520022,-122.004814371323,2020/04/24 ,812
10367,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/04/24 ,765
1619,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/24 ,949
4443,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/24 ,182
8451,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/24 ,793
3003,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/04/24 ,77
9594,Southern Health,49.3727965122077,-97.1378524148177,2020/04/24 ,29
5864,Montréal,45.5420718322781,-73.6056683339095,2020/04/24 ,10897
4823,Laurentides,46.6452702894389,-74.9739693177174,2020/04/24 ,1005
5057,Laval,45.6055642338925,-73.72452715273151,2020/04/24 ,2482
4044,Interior,50.9405253201888,-119.73621864343201,2020/04/24 ,165
4583,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/24 ,1645
7510,Outaouais,46.52414991912029,-76.4334881951376,2020/04/24 ,236
3408,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/04/24 ,466
7758,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/24 ,2552
5298,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/04/24 ,307
11797,Zone 3 - Eastern,45.8614621266746,-61.250230258396215,2020/04/24 ,50
10593,Vancouver Island,49.6514791757386,-125.735773786798,2020/04/24 ,116
3651,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/04/24 ,424
10111,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/24 ,6058
7274,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/24 ,1245
8090,Porcupine Health Unit,51.853103224034,-83.5157764345347,2020/04/24 ,59
9079,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/24 ,271
10955,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/24 ,616
682,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/04/24 ,682
6771,North Zone,56.806199045895994,-115.19080204304899,2020/04/24 ,159
11848,Zone 4 - Central,44.888789395176794,-63.3485853415921,2020/04/24 ,697
8750,Saguenay,49.8228588868887,-71.7419678071991,2020/04/24 ,261
11379,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/24 ,1643
9401,South Zone,50.37274620695271,-111.19035661792299,2020/04/24 ,494
10730,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/24 ,279
6107,Montérégie,45.4401754931661,-73.3255910933247,2020/04/24 ,2666
2073,Edmonton Zone,53.5729702998736,-113.539688518144,2020/04/24 ,435
8306,Regina,50.6313361657158,-103.859137797617,2020/04/24 ,73
2488,Far North,57.203311469274595,-105.958652968581,2020/04/24 ,28
2866,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/04/24 ,152
5424,Mauricie,47.50931561703021,-73.5153947499276,2020/04/24 ,1107
3125,Haldimand-Norfolk Health Unit,42.8544467138721,-80.178035377337,2020/04/24 ,194
6590,North,53.3299842627168,-107.914440412446,2020/04/24 ,64
1900,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/04/24 ,100
1191,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/24 ,72
5641,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/24 ,412
1340,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/04/24 ,355
9984,Thunder Bay District Health Unit,52.3972470879767,-88.53140488204839,2020/04/24 ,71
442,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/24 ,2752
1620,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/25 ,970
5058,Laval,45.6055642338925,-73.72452715273151,2020/04/25 ,2589
9080,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/25 ,278
10041,Timiskaming Health Unit,47.653057985878895,-80.2152402687438,2020/04/25 ,13
4444,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/25 ,184
4584,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/25 ,1723
5299,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/04/25 ,308
10112,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/25 ,6200
443,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/25 ,2889
6108,Montérégie,45.4401754931661,-73.3255910933247,2020/04/25 ,2736
2867,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/04/25 ,156
8751,Saguenay,49.8228588868887,-71.7419678071991,2020/04/25 ,266
11380,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/25 ,1662
9942,Terres-Cries-de-la-Baie-James,53.635695839240206,-78.65184785481179,2020/04/25 ,6
683,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/04/25 ,720
5642,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/25 ,415
11798,Zone 3 - Eastern,45.8614621266746,-61.250230258396215,2020/04/25 ,51
10368,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/04/25 ,784
8452,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/25 ,813
9595,Southern Health,49.3727965122077,-97.1378524148177,2020/04/25 ,30
4824,Laurentides,46.6452702894389,-74.9739693177174,2020/04/25 ,1056
5865,Montréal,45.5420718322781,-73.6056683339095,2020/04/25 ,11164
3004,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/04/25 ,78
3409,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/04/25 ,471
3652,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/04/25 ,433
9402,South Zone,50.37274620695271,-111.19035661792299,2020/04/25 ,571
9741,Southwestern Public Health,42.9893301339841,-80.78600767813751,2020/04/25 ,64
7018,Northern,56.9556933873242,-126.206054779952,2020/04/25 ,532
2489,Far North,57.203311469274595,-105.958652968581,2020/04/25 ,35
2639,Fraser,49.50523412520022,-122.004814371323,2020/04/25 ,851
10956,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/25 ,626
1901,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/04/25 ,101
2308,Estrie,45.427844381434,-71.8210439386672,2020/04/25 ,813
10731,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/25 ,287
6704,North Bay Parry Sound District Health Unit,46.0853843053216,-79.6868232876775,2020/04/25 ,16
7275,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/25 ,1339
11189,Winnipeg,49.8947996853331,-97.1409755212858,2020/04/25 ,202
11849,Zone 4 - Central,44.888789395176794,-63.3485853415921,2020/04/25 ,711
7759,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/25 ,2612
6366,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/25 ,508
2074,Edmonton Zone,53.5729702998736,-113.539688518144,2020/04/25 ,444
7511,Outaouais,46.52414991912029,-76.4334881951376,2020/04/25 ,246
1841,Eastern,47.2553871860295,-53.240179504025896,2020/04/25 ,239
8134,Prairie Mountain,50.839576188907394,-100.353320102507,2020/04/25 ,14
10594,Vancouver Island,49.6514791757386,-125.735773786798,2020/04/25 ,117
1341,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/04/25 ,367
1192,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/25 ,77
6772,North Zone,56.806199045895994,-115.19080204304899,2020/04/25 ,166
7996,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/04/25 ,70
6591,North,53.3299842627168,-107.914440412446,2020/04/25 ,65
5300,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/04/26 ,309
7512,Outaouais,46.52414991912029,-76.4334881951376,2020/04/26 ,252
10732,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/26 ,290
2640,Fraser,49.50523412520022,-122.004814371323,2020/04/26 ,860
5059,Laval,45.6055642338925,-73.72452715273151,2020/04/26 ,2711
3933,Huron Perth District Health Unit,43.6005140652761,-81.2814845283638,2020/04/26 ,46
4203,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/04/26 ,19
10595,Vancouver Island,49.6514791757386,-125.735773786798,2020/04/26 ,118
1621,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/26 ,985
9403,South Zone,50.37274620695271,-111.19035661792299,2020/04/26 ,629
444,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/26 ,3015
10113,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/26 ,6328
10369,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/04/26 ,785
2309,Estrie,45.427844381434,-71.8210439386672,2020/04/26 ,822
1021,Central Zone,52.61788723717071,-111.77504425497,2020/04/26 ,73
6109,Montérégie,45.4401754931661,-73.3255910933247,2020/04/26 ,2789
4825,Laurentides,46.6452702894389,-74.9739693177174,2020/04/26 ,1096
6592,North,53.3299842627168,-107.914440412446,2020/04/26 ,68
4585,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/26 ,1796
7201,Nunavik,56.839990875432704,-71.7218230980366,2020/04/26 ,16
1342,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/04/26 ,374
5866,Montréal,45.5420718322781,-73.6056683339095,2020/04/26 ,11623
8091,Porcupine Health Unit,51.853103224034,-83.5157764345347,2020/04/26 ,60
2075,Edmonton Zone,53.5729702998736,-113.539688518144,2020/04/26 ,448
11850,Zone 4 - Central,44.888789395176794,-63.3485853415921,2020/04/26 ,719
3653,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/04/26 ,439
9985,Thunder Bay District Health Unit,52.3972470879767,-88.53140488204839,2020/04/26 ,72
11190,Winnipeg,49.8947996853331,-97.1409755212858,2020/04/26 ,205
4445,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/26 ,185
7276,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/26 ,1401
5643,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/26 ,416
9081,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/26 ,284
11381,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/26 ,1693
10957,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/26 ,640
7760,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/26 ,2667
6773,North Zone,56.806199045895994,-115.19080204304899,2020/04/26 ,181
2868,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/04/26 ,163
3271,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.671237943179996,-78.8972219188295,2020/04/26 ,149
3410,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/04/26 ,474
6367,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/26 ,516
1842,Eastern,47.2553871860295,-53.240179504025896,2020/04/26 ,240
5425,Mauricie,47.50931561703021,-73.5153947499276,2020/04/26 ,1127
7997,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/04/26 ,71
4045,Interior,50.9405253201888,-119.73621864343201,2020/04/26 ,169
1193,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/26 ,83
8453,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/26 ,827
8307,Regina,50.6313361657158,-103.859137797617,2020/04/26 ,74
684,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/04/26 ,762
8454,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/04/27 ,850
9986,Thunder Bay District Health Unit,52.3972470879767,-88.53140488204839,2020/04/27 ,74
2641,Fraser,49.50523412520022,-122.004814371323,2020/04/27 ,901
7019,Northern,56.9556933873242,-126.206054779952,2020/04/27 ,534
6110,Montérégie,45.4401754931661,-73.3255910933247,2020/04/27 ,2879
5301,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/04/27 ,311
7761,Peel Public Health,43.761613367985795,-79.8135709174832,2020/04/27 ,2718
6368,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/04/27 ,519
7513,Outaouais,46.52414991912029,-76.4334881951376,2020/04/27 ,266
10042,Timiskaming Health Unit,47.653057985878895,-80.2152402687438,2020/04/27 ,15
445,Calgary Zone,50.9884145086295,-114.283168450939,2020/04/27 ,3130
4446,Lambton Public Health,42.8862751323789,-82.098372496214,2020/04/27 ,186
7277,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/04/27 ,1463
1194,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/04/27 ,85
5644,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/04/27 ,422
2310,Estrie,45.427844381434,-71.8210439386672,2020/04/27 ,826
9404,South Zone,50.37274620695271,-111.19035661792299,2020/04/27 ,684
2490,Far North,57.203311469274595,-105.958652968581,2020/04/27 ,46
3126,Haldimand-Norfolk Health Unit,42.8544467138721,-80.178035377337,2020/04/27 ,195
5060,Laval,45.6055642338925,-73.72452715273151,2020/04/27 ,2852
9082,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/04/27 ,291
6705,North Bay Parry Sound District Health Unit,46.0853843053216,-79.6868232876775,2020/04/27 ,17
11382,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/04/27 ,1736
1622,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/04/27 ,1021
11191,Winnipeg,49.8947996853331,-97.1409755212858,2020/04/27 ,206
279,Brant County Health Unit,43.120346292365504,-80.2953888130644,2020/04/27 ,105
10958,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/04/27 ,654
10114,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/04/27 ,6509
3005,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/04/27 ,80
3873,Hastings and Prince Edward Counties Health Unit,44.63116713737609,-77.551860572946,2020/04/27 ,42
6593,North,53.3299842627168,-107.914440412446,2020/04/27 ,69
8752,Saguenay,49.8228588868887,-71.7419678071991,2020/04/27 ,272
4826,Laurentides,46.6452702894389,-74.9739693177174,2020/04/27 ,1133
4586,Lanaudière,46.6393956254668,-73.9187307043287,2020/04/27 ,1913
6774,North Zone,56.806199045895994,-115.19080204304899,2020/04/27 ,189
1902,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/04/27 ,103
10733,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/04/27 ,296
